Text,label
"Research, select and specify components relevant to individual projects;",Apply
"Research, synthesise and interpret a) the case law of the CJEU; b) the practice of the EU institutions c) relevant academic literature and apply the results of the research to the specific issues under reflection",Apply
"Research, synthesise and interpret a) the case law of the CJEU; b) the practice of the EU institutions c) relevant academic literature and apply the results of the research to the specific issues under reflection;",Apply
"research, synthesise, analyse, evaluate and communicate how innovative multi-disciplinary decision-making occurs in organisations.",Analyze
"research, understand and implement varying classroom strategies that link mathematics to practical applications and problems",Understand
Research. analyse and recommend an appropriate biorefining approach for various biomass feedstocks.,Analyze
Resolve data quality issues ready for the data analysis process;,Analyze
"Respect: Recognise Aboriginal and Torres Strait Islander peoples' ways of knowing, being and doing in the context of history, culture and diversity",Remember
Respond creatively to any given text or concept as well as narratives developed as both author and image-maker;,Create
Respond creatively to design briefs of advanced complexity;,Create
Respond creatively to design briefs of high intermediate complexity;,Create
Respond creatively to design briefs of increasing complexity;,Create
Respond creatively to design briefs of intermediate complexity;,Create
respond to and propose relevant counselling intervention for the mental health problems among school children,Create
"respond to current ideas about the scope and purpose of school geography and apply them in your geography classes, e.g. in relation to ICTs, sustainability, citizenship and personal geographies",Apply
Respond to the complexity of diversity in social work practice based on an understanding of theoretical approaches and models of practice,Apply
Retrieve and evaluate health information from diverse sources in order to inform and improve the practice of public health.,Evaluate
Review a particular field and identify implications for research,Understand
Review and appraise the significance of selected nursing theories and philosophies to contemporary mental health nursing practice.,Analyze
"Review and articulate the ethical framework that governs the conduct of science, in particular in regards to academic and research integrity.",Analyze
Review and critically evaluate the literature of development studies in education and education for sustainable development,Analyze
Review and critically evaluate the scientific literature within a relevant discipline;,Analyze
Review and critically evaluate the scientific literature within the discipline;,Analyze
"Review and critique Computer Science research literature, research design and reported findings;",Analyze
"Review and critique personal and community determinants of health, and develop, implement and evaluate a program of personal health enhancement;",Analyze
"review and critique perspectives on effective mathematics teaching and learning in research and professional literature, policies, and commentary",Analyze
Review and critique recent biorefinery research literature to systematically synthesise the finding and insights to design a solution to a problem and/or the project,Analyze
Review and critique recent biorefinery research literature to systematically synthesise the findings and insights to design a solution to a problem and/or the project.,Analyze
"Review and critique research literature (from a wide range of sources), research designs and research findings in a sub-discipline of IT;",Analyze
"Review and critique research literature (from a wide range of sources), research designs and research findings in a sub-discipline of IT;",Understand
Review and critique scientific literature relevant to a specified scientific question to formulate a scientific hypothesis to underpin a research project in the field of cancer biology;,Analyze
Review and critique the evidence underpinning complex patient interventions.,Analyze
Review and critique the work of others by conducting peer review on research papers.,Analyze
Review and critique the work of peers as a member of an online writing group.,Analyze
"Review and critique the work of peers, demonstrating perceptive music listening skills.",Analyze
Review and deconstruct problem-based scenarios in order to compose persuasive responses to real-world problems in the context of international human rights law with respect to women.,Understand
Review and deconstruct problem-based scenarios in order to compose persuasive responses to real-world problems in the context of international law.,Understand
"Review and describe the major models of world Englishes, and the status and functions of a range of English varieties in the local and global contexts;",Understand
Review and evaluate the clinical and scientific literature relevant to the field of research.,Analyze
"Review and evaluate the key elements involved in cases where drug use has modified behaviour, e.g. in drug facilitated assaults.",Analyze
"Review and evaluate the practical applications, experimental procedures and research directions and goals associated with the above social psychology and personality theories.",Analyze
Review and evaluate the underlying principles for International Standards on which QM in the forensic sciences is based.,Analyze
Review and interpret articles from the behaviour analytic literature,Analyze
review and interpret articles from the behaviour analytic literature,Analyze
Review and interpret the historical and current use of drugs used within paramedic practice.,Analyze
"Review and refine their practice of patient safety based on feedback from teachers, peers and colleagues",Analyze
"Review and reflect on the insights gained from the immersion in a professional setting, and the impact of this experience in their career development.",Analyze
Review and summarize key research directions in the field of intercultural communication;,Understand
review approaches to designing interactive learning for adults,Understand
Review contemporary debates about life transitions with a focus on ageing.,Analyze
Review contextual factors that influence perioperative nursing care and patient journeys.,Analyze
Review critical and experiential teaching and learning approaches that bring about community transformation,Understand
"review critically, analyse, consolidate and synthesise knowledge of advanced quantification techniques to provide information for management decision-making and give advice",Analyze
"Review evidence and evaluate contentious theories in developmental psychology, and clinical neuroscience;",Analyze
Review evidence and evaluate contentious theories.,Analyze
Review evidence and theories regarding multicultural counselling,Understand
review evidence and theories regarding multicultural counselling,Understand
"Review historical and current theory on basic cognitive processes, such as learning, memory and attention",Analyze
review market failures and consider the potential for solving these failures in the collective or political setting,Understand
Review perspectives on education for sustainability and the learning languages they adopt,Understand
Review risk assessment tools and prevention strategies for use in the development of a pressure injury prevention plan.,Analyze
Review risk management strategies and plans for the prevention of adverse events;,Analyze
Review roles and skills required for effective supervision and mentoring and identify personal strengths and learning challenges whilst on clinical placements.,Understand
"Review scientific literature in the project area, including the ability to identify key information in this area;",Understand
"Review scientific literature, with particular reference to the identification of key information; access information databases in an efficient manner;",Analyze
Review the expectations of government and local stakeholders in promoting festival events;,Understand
review the field of study thoroughly and identify implications for research,Remember
Review the financial reporting requirements of the regulatory framework that applies to the healthcare sector and assess how they impact the preparation and use of financial reporting systems.,Analyze
"Review the implications that curricular, pedagogical, learning, assessment and technology issues hold for mathematics teaching and learning in relevant contexts",Understand
review the interdisciplinary nature of the evidence-base around environmental and ecological sustainability,Understand
Review the key priority areas for research and policy relevant to current midwifery practice;,Understand
Review the literature based on a selected topic within medical imaging which reflects a critical awareness of the current ideas and methods of practice;,Analyze
Review the literature on nanotechnology-related topics in a teamwork manner.,Understand
"Review the physiology of lactation, outlining strategies to promote and protect breast feeding, including the nutritional adaptions that may be required for preterm and sick infants;",Understand
review the practical application of methodologies for health care program evaluation in developing countries.,Create
Review the research literature in a particular field,Understand
"Review the role of medication treatments in addictions, including withdrawal and maintenance pharmacotherapies, in accordance with current guidelines.",Analyze
"Review the theoretical principles underpinning the operation of automatic exposure systems and computed radiography systems, and where appropriate apply this in the clinical setting;",Apply
"Review, analyse and communicate on a range of research tools and paradigms used in different domains of neuroscientific research;",Analyze
"Review, evaluate and justify appropriate approaches for clinical trial design based on preclinical evidence.",Analyze
"Review, interpret, and compare a wide variety of cutting‐edge analysis methods used in neuroscience and psychologyThemeslabel Research Methods",Analyze
"review, synthesise and apply research findings on effective teaching and learning of mathematics for students with diverse abilities",Apply
"Review, synthesise and critically appraise peer reviewed literature in a specific area of medical science, education or professional practice",Analyze
Revise previous drafts in light of improved skills and increased knowledge of the topic area.,Create
Safely and competently conduct analytical measurements in the laboratory.,Apply
"Safely and competently perform a basic chemical synthesis, including product purification and collection of analytical data to characterise the product.",Create
Safely and competently perform a basic practical investigation using standard laboratory techniques.,Apply
Safely and effectively carry out a basic laboratory procedure using common biochemical and physiological techniques;,Analyze
Safely and independently operate a scanning electron microscope (SEM) at MCEM.,Apply
Safely and independently operate a Transmission electron microscope (TEM) at MCEM.,Apply
"Safely construct experiments, analyse and interpret results and errors, and formulate conclusions, both individually and as part of a team.",Analyze
Safely operate an analytical instrument to produce accurate and reproducible data.,Apply
Scale typical statistical learning algorithms to learn from big data.,Apply
Scale typical statistical learning algorithms to learn from big data.,Apply
Scope and plan an evaluation study,Create
Search the mathematical literature effectively;,Create
"Search the scientific literature to obtain related information, and critically review and communicate this literature;",Analyze
"Search, access and analyse research literature as part of the process of developing solutions to problems;",Create
"search, access, and analyse research literature as part of the process of developing solutions to problems;",Create
"Search, access, and analyse research literature as part of the process of developing solutions to problems;",Create
"Search, identify, evaluate and utilise reliable digital and social-media resources for the study of Italian history, culture and society",Evaluate
"search, identify, evaluate and utilise reliable digital and social-media resources for the study of Italian history, culture and society.",Evaluate
"Seek, reflect on and respond appropriately to feedback from others in the practice context;",Analyze
"select a methodology to investigate, design or evaluate educational technology innovations or challenges",Evaluate
select a particular area of interest and appropriate paradigms for paradigm comparison.,Analyze
Select a suitable therapeutic target for the treatment of a specified disorder,Analyze
Select an appropriate material for a given application based on appropriate selection tools and appreciation of the properties of a range of material classes.,Analyze
select an appropriate model to solve client problems,Apply
Select an appropriate process design and modelling methodology to create a business process model;,Apply
Select and adapt the relevant computing tools and programs;,Apply
"select and apply a coherent range of teaching procedures appropriate to fostering motivation and purposeful, independent learning in your students",Apply
select and apply a framework and techniques to analyse particular cases,Apply
"Select and apply appropriate design research concepts, strategies and methods;",Apply
"Select and apply appropriate procedures for the solution of probability problems, including recognition of dependent and independent events",Apply
Select and apply appropriate protocols to ensure safety and environmental protection.,Apply
"Select and apply assessment strategies and resources to develop learning and teaching sequences relevant to art, community and environment;",Apply
Select and apply practical techniques to achieve a range of experimental outcomes in molecular biology;,Apply
select and apply quantitative modelling concepts to problems arising from business,Apply
"Select and apply tools to acquire, store, consolidate, analyse, manipulate and visualise data.",Apply
select and conduct an appropriate analysis of data,Apply
select and conduct preliminary analyses of data in order to assess their suitability for further analysis,Analyze
"select and critically evaluate therapeutic goals and recommendations for psychological intervention, including interprofessional practices",Evaluate
Select and critique occupational therapy interventions on the basis of best available evidence;,Evaluate
select and define socially significant target behaviours,Apply
Select and describe mechanisms of transport phenomena present in given processes,Apply
Select and design nanomaterials for use in engineering applications that lead to improvements in their lifecycle analysis,Apply
Select and design treatment sequences that provide acceptable outflows to receiving water.,Apply
"select and develop appropriate models for clustering, prediction or classification",Create
select and develop model types with explanatory and/or predictive ability,Create
"Select and interpret appropriate, cost-effective diagnostic tools and use them as an adjunct to the history and physical examination findings to formulate an appropriate diagnosis, differential diagnosis and implement an appropriate management plan.",Evaluate
Select and justify an appropriate research methodology for a research project,Apply
Select and justify an appropriate research methodology for a research project,Evaluate
Select and justify an appropriate research methodology for tackling a specified Computer Science problem;,Apply
Select and justify appropriate pharmacological approaches to the management of for specified conditions and diseasesThemeslabel Theme III,Apply
"Select and justify programs, interventions and community resources for disease prevention and health promotion appropriate for a patient or the communityThemeslabel Theme II",Apply
Select and justify the most appropriate analysis for a biological dataset and research question.,Evaluate
Select and justify the selection of appropriate statistical and other analysis methods;,Evaluate
select and review relevant theory and literature,Apply
Select and use approaches to the systems development lifecycle including the waterfall model and modern alternatives;,Apply
Select and use appropriate models and tools in order to predict the performance and know how to alter a system to achieve a desired effect in problems involving energy transfer in a fluid medium.,Apply
Select and use appropriate research tools and reasoning methods to synthesise and evaluate relevant legal and factual issues,Evaluate
"Select and use appropriate resources and strategies for the teaching of disciplines, subjects and learning priorities in primary schools in varied settings and socio-economic settings within and outside Australia",Apply
"Select and use appropriate resources and strategies for the teaching of disciplines, subjects and learning priorities in the primary years",Apply
"Select and use appropriate software and hardware tools to complete transmission line, antenna and optical fibre related laboratory tasks.",Apply
Select and use appropriate tools to complete electrical and magnetic fields related laboratory tasks.,Apply
"Select and use appropriate tools, techniques and strategies to manage project resources, including time and personnel;",Apply
Select and use conceptual and logical modelling techniques to design an information system;,Apply
Select and use digital technologies in appropriate and creative ways to engage students and support their learning,Apply
select and use information and communication technologies (ICT) in appropriate and creative ways to plan lessons and engage students in their learning,Apply
select and use resources to support science teaching and learning,Apply
Select and use techniques to elicit requirements for an information system design;,Apply
"Select and utilise appropriate computer modelling techniques and experimental methods, whilst ensuring model or test applicability, accuracy and limitations of the methods.",Apply
"select and utilise appropriate resources, including drawing on current local or global issues and popular media to create effective learning activities that may incorporate information and communication technology (ICT) to suit the school context and the students' learning needs",Apply
"select and utilise appropriate resources, including drawing on current local or global issues, popular media to create effective learning activities that may incorporate information and communication technology (ICT) to suit the school context and the students' learning needs",Apply
Select approaches that maximise the potential for program sustainability;,Analyze
"Select appropriate analytical methodologies to ensure the proper use of circuits, sensors and actuators in varied scenarios.",Analyze
Select appropriate communication methods in approaching an individual or group for nutrition education or counselling purpose.,Analyze
Select appropriate contemporary technology for a problem or situation requiring an interdisciplinary response;,Analyze
Select appropriate materials and construction processes by applying knowledge of structural systems in architectural design;,Apply
Select appropriate materials for aerospace systems based on consideration of the properties of these materials under aerodynamic loads,Analyze
select appropriate modelling tools and analytical methodologies to analyse structural aerospace problems,Analyze
Select appropriate modelling tools and analytical methodologies to analyse structural aerospace problems.,Analyze
Select appropriate modes of analysis,Analyze
Select appropriate pharmacological approaches to the management of specified conditions and diseasesThemeslabel Theme III: Foundations of Clinical Practice,Analyze
Select appropriate statistical analyses for a range of research designs.,Analyze
Select appropriate techniques to suit the nature of the design or the communicative purpose.,Analyze
Select appropriate tools and algorithms to perform forensic investigations and acquire relevant evidence;,Analyze
select appropriate tools and algorithms to perform forensic investigations and acquire relevant evidence;,Apply
Select appropriate tools and techniques for system reliability,Analyze
"Select appropriate tools to collect metrics, including test coverage, reliability, and design quality metrics, to analyse the quality of a software development project, and make recommendations based on the results;",Analyze
Select between the surface and underground mining methods in line with the required equipment for the operation of a range of surface and underground mines.,Analyze
Select cognitive and personality assessment tools appropriate for individual referrals and administer assessments in a standardised fashion.,Analyze
Select correct element types and designs proper mesh to obtain accurate results from a finite element analysis.,Analyze
"Select evaluation methods appropriate to an evaluation design, including applying tools and resources specific to public health promotion.",Apply
Select MAS modelling methods suited to the problem,Analyze
Select materials of construction that are fit for purpose in design problems based on appropriate failure theories for engineering materials.,Analyze
Select methods and strategies appropriate to a focused study of interior architectural production;,Analyze
select objectives and outcomes appropriate to different teaching contexts,Analyze
Select quantitative designs that are appropriate for different evaluation questions;,Analyze
Select relevant experimental factors to be studied to solve the problem and predict their impact on product performance (testing).  Themeslabel Pharmaceutical Science,Evaluate
Select suitable constitutive models for different material types.,Analyze
"Select suitable containment materials, by explaining how chemicals are safely contained in a chemical process and corrosion mitigation.",Analyze
"Select suitable electronic components and develop simple MEMS or Organic electronic device based systems, evaluate structural and material properties of Micro/Nano devices through simulation studies",Create
Select suitable pumps for a range of pipe networks and/or flow conditions and describe typical properties of turbo-machines.,Analyze
"Select suitable techniques and methods to conduct analysis, design and implementation activities;",Analyze
Select the adequate Additive Manufacturing process based on the functional requirements of the product.,Analyze
"Select the appropriate CT protocol and post processing techniques including dose optimisation and use of oral and intra-venous contrast media for CT examinations of the brain, chest, abdomen and the vascular using an evidence-based framework.",Analyze
Select the appropriate decision support approach for a particular project;,Analyze
Select the appropriate MRI protocol and post processing techniques for MRI studies of the brain structure and function from within an evidence-based framework.,Analyze
"Select the appropriate MRI protocol and post processing techniques for MRI studies of the brain, spine, upper abdomen and pelvis from within an evidence-based framework",Analyze
"Select the appropriate MRI protocol and post processing techniques for MRI studies of the brain, spine, upper abdomen, pelvis, the knee and shoulder from within an evidence-based framework.",Analyze
Select the appropriate MRI protocol and post processing techniques for MRI studies of the extremities from within an evidence-based framework,Analyze
Select the appropriate MSCT protocol and post processing techniques for core and fine needle biopsies; angiographic studies and virtual colonoscopies from within an evidence - based framework.,Analyze
"Select the appropriate packaging for different foods with consideration of the use of resources, packaging stability and food safety;",Analyze
Select the appropriate processing techniques for different foods;,Apply
Select the appropriate research tools to design and implement an efficient research strategy to answer research questions,Analyze
select the most appropriate measurement tools for a given situation,Analyze
Select various fuel delivery system and gas exchange processes based on justification from in depth technical analysis,Analyze
"Select, administer and critique assessment methods used in occupational therapy practice including initial assessment interview using this information to evaluate occupational performance and occupational engagement.",Evaluate
"Select, administer, appraise and critique assessment tools and assessment methods used in occupational therapy practice.    ",Evaluate
"Select, administer, score and interpret psychological assessments, including common psychiatric conditions, neurocognitive abilities, and personality traits;",Analyze
"Select, administer, score, and interpret psychological assessments, including common psychiatric conditions, neurocognitive abilities, and personality traits.",Analyze
"Select, analyse and apply constitutional law interpretive principles to generate appropriate jurisprudential and practical responses to complex legal issues;",Apply
"Select, analyse and apply property law principles to generate solutions appropriate to legal problems and issues;",Apply
"Select, analyse, interpret and apply criminal law doctrines and principles to generate appropriate responses to simulated legal problems",Apply
"Select, analyse, interpret and apply legal principles and methods and use professional judgement to generate appropriate jurisprudential and practical responses to moderately complex legal problems;",Apply
"Select, analyse, interpret and apply legal principles and methods to generate appropriate responses to legal problems involving contracts;",Apply
"Select, analyse, interpret and apply principles of corporations law to generate appropriate responses to complex legal issues embedded in factual scenarios",Apply
"Select, analyse, interpret and apply principles of corporations law to generate appropriate responses to complex legal issues embedded in factual scenarios;",Apply
"Select, analyse, interpret and apply principles of the law of evidence to generate appropriate responses to complex legal issues embedded in factual scenarios;",Apply
"Select, analyse, interpret and apply principles of trusts law to generate appropriate responses to complex legal issues.",Apply
"Select, analyze and apply property law principles to generate appropriate practical and jurisprudential responses to complex legal problems and issues;",Apply
"Select, appraise and design questionnaires/scales used to gather data;",Analyze
"select, create and interpret appropriate types of visual representation for a given set of data",Evaluate
"Select, evaluate and apply AI software techniques to model simple intelligent behaviour in 2D discrete simulations and games;",Apply
"Select, evaluate and apply AI software techniques to model simple intelligent behaviour in 3D continuous simulations and games;",Apply
"select, evaluate, and adapt analytical approaches for understanding the links between the political economy of development and ecological change;",Evaluate
"Select, interpret and apply relevant rules and principles of statutory interpretation in order to reach a considered view on the legal meaning, or likely legal meaning, of a doubtful legislative provision",Apply
"Select, interpret and apply relevant rules and principles of statutory interpretation in order to reach a considered view on the legal meaning, or likely legal meaning, of a doubtful legislative provision, including determining whether, as a matter of statutory interpretation, a statutory offence requires proof of a mental element and (if so) what that mental element is;",Apply
"Select, justify and use project management techniques and tools for IT projects;",Analyze
"Select, measure, prescribe and use appropriate assistive equipment to create recommendations for increased occupational participation and performance in typical client scenarios;",Analyze
"Select, measure, prescribe and use appropriate assistive equipment to enable client occupational participation and performance (e.g. mobility equipment, lifting devices/hoists, pressure care equipment and communication devices).",Analyze
"select, organise and represent appropriate data in maps and tables for a variety of spatial scales;",Analyze
"Select, use and interpret results from statistical tests or qualitative analytic techniques appropriate to answering research questions and testing hypotheses within the context of psychology research",Analyze
Selection and comparisons of techniques,Analyze
Selection of materials and understanding rational materials selection from a reverse engineering task.,Analyze
"Selects and justifies their choice of medication, dose and mode of administration for the patient, including empirical choice of 'best guess' antibiotic",Analyze
Self-edit and revise writing in an academic context.,Create
Self-evaluate and reflect on their employment readiness with respect to the key employability skills;,Analyze
Self-evaluate and reflect upon the development of teamwork and communication skills;,Evaluate
"Separate and classify DC and AC electrical circuits, to generalise and solve problems in design by applying circuit analysis techniques and create appropriate circuit layouts.",Apply
Set up mathematical models for solution in a spreadsheet or other application software;,Create
Set up mathematical models for solution in a spreadsheet or other application software;,Create
Set up simple models and solve with hand calculations;,Apply
Set up simple models and solve with hand calculations;,Create
"Share power in relationships with service providers, community leaders, consumers and carers, as demonstrated by the development of a partnership approach to service development and provision;",Apply
"Share resources in a mutual educational process to facilitate decision making and advocacy about service choices, and options;",Analyze
"Shoot, interview, script and edit a television story;",Create
Show a broad familiarity with the major artists in the history of Australian art;,Apply
show a clear ability to critically interrogate dominant theoretical perspectives in the criminology of youth;,Apply
show a deep and critical understanding of the relationship between theory and practice,Apply
"Show a deeper understanding of current issues in fine art, various modes of professional practice and recognise the potential to produce ethically engaged, critical and creative artworks within the framework of contemporary culture;",Apply
"Show a language is not regular, or not context-free, or not decidable;",Apply
"Show a sound understanding of layouts, component mapping and ergonomic factors in the field of transportation;",Apply
Show an ability to exercise professional judgment in recognising and responding appropriately to ethical issues that arise in the context of civil dispute resolution.,Apply
"Show an awareness of the major political cultures, structures, actors and issues in the contemporary Middle East.",Apply
"Show an awareness of the social and political context to climate change and the impacts, adaptation and mitigation of such change;",Apply
"Show an improved ability to work in teams and to communicate and discuss physics concepts, measurements and applications related to engineering and developments in technologies",Understand
show an understanding of the principles of project design and documentation;,Apply
"show an understanding of the structures, policies, behaviours, practices and requirements of the profession",Apply
Show appropriate skills in applying methods and techniques relevant to your chosen project.,Apply
Show awareness of a range of environmental problems;,Apply
Show awareness of how the concepts and structure of primary measurement and geometry relate to the mathematics of secondary schooling and beyond,Apply
Show awareness of how the concepts and structure of primary statistics and probability relate to the mathematics for secondary schooling and beyond,Apply
show commitment by participating productively to achieve project goals in a team,Apply
Show commitment to working in a team.,Apply
Show communication skills in both oral and written presentation to a scientific audience;,Apply
Show communication skills in both oral and written presentations to both a specialist and non-specialist scientific audience.,Apply
"Show competency in evaluating psychometric instruments for research purposes and in screening referrals for psychometric assessment, selecting appropriate tests, integrating results and providing oral and written communication of results to interested parties.",Apply
Show efficiency in basic value-based sex education.,Apply
Show efficiency in conducting social network interventions.,Apply
"Show evidence of an ability to undertake research, discuss, analyse and evaluate relevant scholarly issues in a clear, concise and rigorous manner.",Analyze
show evidence of understanding the critical roles educators play in ensuring the positive experiences and successful learning of learners with disabilities in various educational settings.,Apply
Show how ligands can recognize and modify DNA tertiary structure and link this with an ability to cite examples of how compounds acting at oligonucleotides function as therapeutics,Apply
Show increased knowledge of teachers' pedagogical content knowledge in mathematics,Apply
"Show initiative and independence, and manage your time and resources effectively to complete a project within allocated time scales.",Apply
Show sensitivity to the latest aesthetic thinking and material technologies in the area of study;,Apply
Show sociocultural awareness and positive views of students from diverse backgrounds,Apply
"show technical skill in designing, conducting and reporting on a research project",Apply
"Show technical skill in designing, conducting and reporting on a research project.",Apply
"Show technical skill in designing, conducting and reporting on an independent research project",Apply
"Show technical skills and a degree of independence and accountability in designing planning, conducting and reporting on immersive, interactive and experiential storytelling project using diverse media in collaboration with others.",Apply
"Show that a language is in P, or in NP, or NP-complete;",Apply
"Show the ability to collect, organize and evaluate nutrition and health related data of the members of a community.",Evaluate
Show the ability to work independently and to collaborate with colleagues on common tasks effectively.,Apply
Show their developing competency in presenting literature and stories to children in a variety of ways that promote oral and written literacy,Create
Show understanding of the relationship between mystical literature and the religious tradition from which it emanates.,Apply
Show using simple examples how this system of equations can be applied to different astrophysical and laboratory phenomena.,Apply
Show using simple examples of how this system of equations can be applied to different astrophysical and laboratory phenomena.,Apply
"showcase foundational knowledge, skills and understandings of concepts associated with the work ofteaching (curriculum, planning, pedagogy, assessment, reporting)",Apply
Simulate a wide range of stochastic signal processing algorithms and interpret the results,Create
"Simulate and plan for the interactions of components, and both quantify and reflectupon their impact on performance metrics.",Create
"Simulate and predict the interactions of components, and both quantify and reflect upon their impact on performance metrics.",Evaluate
Simulate complex networks and analyse their performance using discrete-event modelling.,Analyze
Simulate processes using a process simulation software to analyse the mass and energy balance of complex chemical processes and report the results in a technical report.,Analyze
"Simulate stochastic processes and solutions of stochastic differential equations, and obtain prices by simulations.",Create
simulate the price process and obtain prices by simulation,Create
"Situate activities within a historic and contemporary development of construction materials, component systems and fabrication techniques;",Apply
Situate activities within a historic and contemporary development of structural systems and fabrication techniques;,Apply
Situate both contemporary and historical Australian art within a wider world context.,Apply
"Situate design concepts within a system, and explore potential intended and unintended consequences;",Apply
Situate environmental issues and responses and building system design within an historic and contemporary understanding of architectural developments;,Understand
Situate personal and speculative design practices within a critical discourse;,Apply
Situate select genres within the historical context of film composition;,Apply
Situate the historical development of the internet and describe the fundamental features that distinguish the internet and digital media from earlier forms of media technology;,Apply
Situate the relevance of your research within a contemporary context;,Apply
situate their own work within larger historiographical debates,Evaluate
Size and design the major components of a turbofan engine using 1D aerothermodynamic principles.,Create
Skilfully and expressively use both informative and artistic modes to create a holistic vision of the world of typography;,Apply
"Skilfully communicate architectural ideas verbally, graphically and 3-dimensionally;",Create
Skill in navigating digital literary texts on various media platforms,Apply
"Skillfully and insightfully conceive, develop, create, compose and output digital publications;",Create
"Skillfully and insightfully create, edit, manipulate, compose and output digital 3-Dimensional elements (ie. photorealistic renderings, surface models);",Create
"Skillfully and insightfully create, edit, manipulate, compose and output digital images;",Create
Skills and capacities in devising short performance works drawing on foundational physical work and improvisation,Create
Skills and knowledge to provide basic advice to scientists and those wanting to commercially exploit biotechnology and its outcomes on their rights and responsibilities in law;,Create
skills enabling them to critically analyse contemporary debates in applied ethics which depend on such issues and concepts,Analyze
Skills enabling them to critically analyse key ethical and policy issues related to topics in global bioethics;,Analyze
"Skills enabling them to think critically about key ethical, policy and legal issues raised by recent advances in medicine and biotechnology;",Create
Skills in applying a range of techniques to real world situations.,Apply
"Skills in critical analysis of policies aimed at alleviating global poverty such as the Millennium Development Goals, especially as they relate to sub-Saharan Africa",Analyze
Skills in cross-cultural communication and collaboration;,Evaluate
"Skills in data cleaning, identification of outliers and data trimming using appropriate statistical methods.",Apply
Skills in data manipulation and management using the major statistical software packages.,Apply
"Skills in editing, proofing and preparation of copy for publication;",Create
"Skills in editing, proofing and preparation of copy for publication; advanced writing and reading skills as a member of an Internet writing group",Create
Skills in linking files through unique and non-unique identifiers.,Apply
Skills in presenting coherently argued and well organized essays on sociological topics;,Create
Skills in presenting coherently argued and well organized essays on sociological topics.,Create
Skills in project management,Create
"Skills in researching and critically reflecting on writing projects, and an appreciation of the importance of the research and exegetical stages in the creative writing processes;",Create
Skills in the comprehension and critical analysis of extended scholarly work;,Analyze
Skills in the critical assessment of academic contributions to issues of economic development and growth,Analyze
Skills in written and oral argument appropriate to the study of literature.,Create
Skills of analysis and interpretation in the study of China through exposure to the materials used in this unit.,Analyze
Skills of analysis and interpretation in the study of China through exposure to the textual sources used in this unit.,Analyze
Skills relevant to prospective employers in the journalism field;,Create
skills relevant to prospective employers;,Apply
Skills to assist them to conduct independent research in human rights topics.,Analyze
Skills to design and simulate modern communication systems using industry standard simulation tools.,Create
"Skills to review, analyse, consolidate and synthesis the above knowledge to identify and provide solutions to complex problems arising out of the practice or development of, or activities pertaining to, biotechnology;",Analyze
Solid advanced undergraduate-level competence in the reading and interpretation of literary texts.  For Creative Writing Stream students:,Evaluate
Solve a complex and outstanding problem or problems in the chosen area for original research;,Apply
Solve a complex and outstanding problem or problems in the chosen area for original research.,Apply
Solve a range of first-order partial differential equations including using the 'method of characteristics';,Apply
Solve an outstanding problem or problems in the chosen area for original research.,Apply
"Solve astrophysical problems, and complete a range of problem solving tasks by drawing on physical principles.",Apply
Solve complex problems relating to the use of epidemiological concepts and study designs.,Apply
Solve constant coefficient ordinary differential equations;,Apply
Solve differential equations of the separable variables type;,Apply
"Solve elementary partial differential equations, apply boundary and initial conditions as appropriate, and use the method of separation of variables with the wave equation, heat equation and Laplace's equation",Apply
solve engineering problems involving the simple free and forced vibration of single masssystems,Apply
"Solve engineering problems involving: displacement, velocity and acceleration, simple vibrating systems of masses, springs and dampers, and analysis of simple engineering mechanisms.",Apply
Solve engineering problems related to the design and operation of bioreactors and bioprocesses,Apply
solve first and second order partial derivatives,Apply
"Solve first order ordinary differential equations, including by separable variables and integrating factors.",Apply
solve for the equilibrium outcomes of interactions using basic algebra,Apply
"Solve kinematics problems, and set up and solve problems involving Newton's laws of motion.",Apply
Solve linear ordinary differential equations using series methods and Green's functions;,Apply
Solve linear systems and calculate the eigenvalues and eigenvectors of square matrices;,Apply
Solve new problems in physics related to the core concepts of the unit by drawing on the theoretical underpinnings that illustrate the physics.,Apply
Solve pharmaceutical calculations.,Apply
"Solve problems in a meaningful, systematic, and structured manner",Apply
"Solve problems in a meaningful, systematic, and structured manner.",Apply
Solve problems in environmental chemistry;,Apply
Solve problems involving multi-phase chemical systems and reactive systems.,Apply
"Solve problems involving unit operations, water activity and food stability, food drying,thermal processing, reaction kinetics, and rheological properties.",Apply
"Solve problems requiring linear or curved graphing skills, including sketching, identifying key features and finding equations",Remember
Solve problems using the computer simulation package for chemical processes.,Apply
Solve second order linear differential equations with constant coefficients.,Apply
"Solve simple first and second order differential equations, and formulate them for applications to physical systems;",Apply
"solve simultaneous equations, with applications in areas including operations management",Apply
"Solve systems of simple ordinary differential equations, establish and use their eigenvalues, solve simple second-order boundary-value problems",Apply
Solve technical and practical issues in commercial bioprocessing,Apply
Solve the forces on solid structures in chemical engineering design problems.,Apply
